Company,Company Location,Country of Bean Origin,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating
Isidro,U.S.A.,Dominican Republic,72,"2- B,S","roasty, nutty, spicy",3.25
Isidro,U.S.A.,Peru,72,"2- B,S","off notes, pungent",2.25
Islands Chocolate,St.Vincent-Grenadines,St.Vincent-Grenadines,72,"4- B,S,C,L","woody, meaty, vegetal",2.75
Izard,U.S.A.,Belize,70,"2- B,S","intense, cherry, rich, metallic",3.5
Izard,U.S.A.,Dominican Republic,70,"2- B,S","intense, molasses, fruit",2.75
Jacek,Canada,Dominican Republic,70,"3- B,S,C","spicy, dried fruit, ",3.25
Jacque Torres ,U.S.A.,Ghana,71,"5- B,S,C,V,L","gritty, unrefined, off notes",2
Jean Marie Auboine,U.S.A.,Venezuela,72,"3- B,S,C","sandy, sweet",3.25
Johnny Iuzzini,U.S.A.,Colombia,73,"4- B,S,C,L","complex, bold, gritty",3.25
Johnny Iuzzini,U.S.A.,Trinidad,80,"4- B,S,C,L","bold, spice, sour fruit, gritty",3.25
Johnny Iuzzini,U.S.A.,India,66,"4- B,S,C,L","gritty, coffee, sweet, hammy",3
Johnny Iuzzini,U.S.A.,Ecuador,78,"4- B,S,C,L","full bodied, floral",3.75
Johnny Iuzzini,U.S.A.,Venezuela,72,"3- B,S,C","dairy, nutty, butterscotch",3.5
Johnny Iuzzini,U.S.A.,Vietnam,65,"4- B,S,C,L","sweet, fruity, vanilla",3.5
Johnny Iuzzini,U.S.A.,Ecuador,70,"4- B,S,C,L","floral, bourbon, salt",3.5
Johnny Iuzzini,U.S.A.,Madagascar,68,"5- B,S,C,V,L","vanilla, gateway",3.5
Johnny Iuzzini,U.S.A.,Jamaica,67,"4- B,S,C,L","candy like, sweet, dairy",3
Johnny Iuzzini,U.S.A.,Peru,75,"4- B,S,C,L","floral, tobacco, candied",3
Jordis,Czech Republic,Venezuela,75,"3- B,S,C","harsh, burnt nuts, powdery",2.75
Jordis,Czech Republic,Madagascar,63,"2- B,S","off note, vanilla, basic cocoa",2.75
Kad Kokoa,Thailand,Thailand,70,"3- B,S,C",brownie,3.75
Kad Kokoa,Thailand,Thailand,70,"3- B,S,C","nutty, cocoa, sour veggie",3.5
Kad Kokoa,Thailand,Thailand,70,"3- B,S,C","herbal, tea-like",3.5
Kad Kokoa,Thailand,Thailand,70,"3- B,S,C","floral, earthy, grassy",3
Kah Kow,U.S.A.,Dominican Republic,80,"3- B,S,C","dried fruit, bitter, rubbery",3.25
Kah Kow,U.S.A.,Dominican Republic,68,"4- B,S,C,L","rich cocoa, dried fruit, roasty",3.75
Kah Kow,U.S.A.,Dominican Republic,70,"3- B,S,C","light color, nutty, caramel",3.75
Kah Kow,U.S.A.,Dominican Republic,67,"4- B,S,C,L","banana, fall spices, earthy",3.75
Kah Kow,Dominican Republic,Dominican Republic,70,"5- B,S,C,V,L","raisins, prunes",3.5
Kah Kow,Dominican Republic,Dominican Republic,55,"5- B,S,C,V,L","very sweet, basic cocoa",3.25
Kah Kow,Dominican Republic,Dominican Republic,62,"5- B,S,C,V,L","candy-like, peanut butter",3.25
Kah Kow,Dominican Republic,Dominican Republic,82,"5- B,S,C,V,L","nutty, sour milk, off note",3
Kah Kow - USA,U.S.A.,Dominican Republic,72,"4- B,S,C,L",cocoa with hint of melon,4
Kah Kow - USA,U.S.A.,Dominican Republic,72,"4- B,S,C,L","floral, woody, cocoa, creamy",3.5
Kah Kow - USA,U.S.A.,Dominican Republic,72,"4- B,S,C,L","honey, molasses, cream, woody",3.5
Kah Kow - USA,Dominican Republic,Dominican Republic,68,"4- B,S,C,L","creamy, floral, dried fruit",3.75
Kah Kow - USA,U.S.A.,Dominican Republic,65,"4- B,S,C,L","creamy, distinct, dried fruit",3.75
Kah Kow - USA,Dominican Republic,Dominican Republic,71.5,"3- B,S,C","creamy, balanced, fig, cocoa",3.5
Kah Kow - USA,Dominican Republic,Dominican Republic,70,"3- B,S,C","sandy, sweet, acidic",3
Kah Kow - USA,U.S.A.,Dominican Republic,72,"4- B,S,C,L","creamy, black tea, vegetal",3
Kaitxo,Spain,Tanzania,75,"3- B,S,C","base cocoa, fruit, fatty",3.25
Kaitxo,Spain,Nicaragua,75,"3- B,S,C","spicy, tobacco",3
Kaitxo,Spain,Peru,75,"3- B,S,C","muted, grapes, astringent",3
Kakao,Germany,Peru,64, ,"chewy, vanilla, metallic",2.5
Kakao,Germany,Vanuatu,65, ,"cocoa, strong distinct spice",3.75
Kallari (Ecuatoriana),Ecuador,Ecuador,70,"4- B,S,C,V","intense, mint, marshmallow",3.5
Kallari (Ecuatoriana),Ecuador,Ecuador,70,"4- B,S,C,V","creamy, mild marshmallow",3
Kallari (Ecuatoriana),Ecuador,Ecuador,85,"4- B,S,C,V","spicy, mild bitter",3
Kallari (Ecuatoriana),Ecuador,Ecuador,85,"4- B,S,C,V","fruity,floral,cooling sensation",3
Kallari (Ecuatoriana),Ecuador,Ecuador,75,"4- B,S,C,V","sweet, vanilla, coffee",2.75
Kallari (Ecuatoriana),Ecuador,Ecuador,85,"4- B,S,C,V","creamy, nutty, bitter, flat",2.75
Kallari (Ecuatoriana),Ecuador,Ecuador,85,"4- B,S,C,V","crumbly, vanilla, bitter",2.5
Kallari (Ecuatoriana),Ecuador,Ecuador,75,"4- B,S,C,V","grassy, earthy, coffee",2.5
Kaoka (Cemoi),France,Blend,70, ,mild bitter and chemical off,2.75
Kaoka (Cemoi),France,Ecuador,80, ,"spicy, floral, bitter",2.75
Karuna,Italy,Belize,70,"3- B,S,C","cherry, sl. Metallic",3.5
Karuna,Italy,Tanzania,70,"3- B,S,C","smooth, roasty, nutty, fruit",3.5
Karuna,Italy,India,70,"3- B,S,C","rich, yogurt, milk choco, spice",3.5
Karuna,Italy,Belize,70,"3- B,S,C","green, raw, vegetal",3
Kasama,Canada,Ecuador,70,"3- B,S,C","hay, floral, red wine",3.5
Kasama,Canada,Peru,75,"3- B,S,C","pungent, blueberry, spice",3.5
Kasama,Canada,Papua New Guinea,70,"3- B,S,C","plum, molasses",3.5
Kasama,Canada,Philippines,70,"3- B,S,C","licorice, melon",3.25
Kerchner,U.S.A.,Dominican Republic,70,"3- B,S,C","fatty, dark berry, grassy",3.75
Ki' Xocolatl,Mexico,Mexico,72,"5- B,S,C,V,L","sweet, vanilla domintates, nut",2
Kin + Pod,Canada,Colombia,70,"3- B,S,C","poor finish, cocoa, grassy",3.25
Kiskadee,U.S.A.,Dominican Republic,60,"2- B,S","gritty, overly sweet, citrus",3
Krak,Netherlands,Mexico,70,"3- B,S,C","vegetal, green",3.25
Krak,Netherlands,Mexico,70,"3- B,S,C","pungent, dirty, sl. Chemical",2.75
Krak,Netherlands,Papua New Guinea,70,"2- B,S","astringent, smomkey cocoa",3.25
Krak,Netherlands,Colombia,70,"2- B,S","light color,",3
Krak,Netherlands,Mexico,70,"2- B,S","intense, high acidity",3.75
Krak,Netherlands,Philippines,70,"2- B,S","nuts, dried fruit, grassy",3.25
Krak,Netherlands,Madagascar,70,"2- B,S","roasty, nutty",3
Krak,Netherlands,Mexico,70,"2- B,S","medium roast, nutty",3.25
Krak,Netherlands,Belize,70,"2- B,S","gritty, sour, berries",3
Krak,Netherlands,Vietnam,70,"2- B,S","sticky, molasses, sour",3
Kto,U.S.A.,Madagascar,72,"3- B,S,C","strawberry, intense, sour",3.25
Kto,U.S.A.,Belize,90,"2- B,S","intense, spicy, pungent",3.25
Kto,U.S.A.,Dominican Republic,72,"3- B,S,C","spicy, molasses, earthy",3.25
Kto,U.S.A.,Dominican Republic,72,"3- B,S,C","earthy, fatty, tea",3.25
Kto,U.S.A.,Belize,72,"3- B,S,C","nutty, sour milk",3
Kto,U.S.A.,Venezuela,72,"3- B,S,C","nutty, pungent, sour",2.75
Kto,U.S.A.,Peru,72,"2- B,S","intense, pungent, tangy",2.5
K'ul,U.S.A.,Brazil,70,"4- B,S,C,L","creamy, mild flavors",3.75
K'ul,U.S.A.,Ecuador,70,"4- B,S,C,L",oranges,3.75
K'ul,U.S.A.,Haiti,70,"4- B,S,C,L","spicy, vanilla, dairy",3.25
K'ul,U.S.A.,Peru,70,"4- B,S,C,L","astringent, unbalanced, off",2.75
Kyya,U.S.A.,Dominican Republic,72.5,"5-B,S,C,V,Sa","vanilla, candy-like, sour milk",3
Kyya,U.S.A.,Madagascar,72.5,"5-B,S,C,V,Sa",mild vanilla and mild fruit,3
Kyya,U.S.A.,Uganda,72.5,"5-B,S,C,V,Sa","vanilla, earth, cardboard",2.5
Kyya,U.S.A.,Ecuador,72.5,"5-B,S,C,V,Sa","intense, bourbon, vanilla",2.5
L.A. Burdick (Felchlin),U.S.A.,Brazil,70,"5- B,S,C,V,L","creamy, woody, nutty",4
L.A. Burdick (Felchlin),U.S.A.,Venezuela,68,"5- B,S,C,V,L","berry, rich cocoa dominates",3.75
L.A. Burdick (Felchlin),U.S.A.,Peru,74,"5- B,S,C,V,L","floral, soapy, earthy",3.25
L.A. Burdick (Felchlin),U.S.A.,Ecuador,74,"5- B,S,C,V,L","spicy, roasty, coffee",3.75
L.A. Burdick (Felchlin),U.S.A.,Dominican Republic,74,"5- B,S,C,V,L","simple, rich hot cocoa",3.75
L.A. Burdick (Felchlin),U.S.A.,Grenada,75,"5- B,S,C,V,L","creamy, cocoa, spice",3.25
L.A. Burdick (Felchlin),U.S.A.,Venezuela,71,"5- B,S,C,V,L","cocoa, nutty, acidic, burning",3
L.A. Burdick (Felchlin),U.S.A.,Madagascar,64,"5- B,S,C,V,L","smooth, rich, lemon",3.5
L.A. Burdick (Felchlin),U.S.A.,Bolivia,68,"5- B,S,C,V,L","rich, spice, cheese",3
La Cascade du Chocolat,U.S.A.,Fiji,68,"3- B,S,C","unrefined, sweet, basic cocoa",3
La Chocolaterie Nanairo,Japan,Belize,70, ,"nutty, fatty",3
La Chocolaterie Nanairo,Japan,Peru,70, ,"grit, earthy, musty",3
La Chocolaterie Nanairo,Japan,Peru,70, ,"metallic, cardboard, fruit",2.5
La Chocolaterie Nanairo,Japan,Peru,70, ,"molasses, cardboard, off note",2.25
La Chorena,U.S.A.,Belize,70,"4- B,S,C,L","molasses, high acidity",3.25
La Chorena,U.S.A.,Guatemala,70,"2- B,S","tart, molasses, grits",3.25
La Chorena,U.S.A.,Dominican Republic,70,"2- B,S","anise, spicy, earthy",3
La Chorena,U.S.A.,Peru,75,"2- B,S","earthy, molasses, dried fruit",3
La Feverie (Hasnaa),France,Peru,72,"2- B,S","sandy, grapes",3.5
La Feverie (Hasnaa),France,Belize,70,"2- B,S","fruit, cocoa, grape",3.5
La Feverie (Hasnaa),France,Guatemala,70,"2- B,S","dry, melon, cocoa",3.5
La Maison du Chocolat (Valrhona),France,Tobago,60,"4- B,S,C,L","creamy, rich, dairy, nutty",3.25
La Maison du Chocolat (Valrhona),France,Ecuador,56,"4- B,S,C,L","sweet, nutty, cocoa",3.25
La Maison du Chocolat (Valrhona),France,Blend,74,"4- B,S,C,L","brownie, cocoa, sour, sweet",2.75
La Maison du Chocolat (Valrhona),France,Dominican Republic,66,"4- B,S,C,L","nutty, pear, sour milk",3.5
La Maison du Chocolat (Valrhona),France,Grenada,68,"4- B,S,C,L","rich, vegetal, banana, spice",3.5
La Maison du Chocolat (Valrhona),France,Blend,60,"4- B,S,C,L","cocoa, caramel, sweet",3.75
La Maison du Chocolat (Valrhona),France,Venezuela,69,"4- B,S,C,L","nutty, grassy, rich cocoa",3.5
La Maison du Chocolat (Valrhona),France,Ghana,68,"4- B,S,C,L","rich cocoa, burning sensation",3.25
La Maison du Chocolat (Valrhona),France,Blend,60,"4- B,S,C,L","rich, sweet, cocoa, intense",3
La Maison du Chocolat (Valrhona),France,Blend,74,"4- B,S,C,L","roasty, dark berry, rich",3.5
La Oroquidea,Peru,Peru,72, ,"peanut butter, burnt rubber",2.5
La Pepa de Oro,Ecuador,Ecuador,60, ,"sweet, fudgey, tang",3.25
La Rifa,Mexico,Mexico,70,"2- B,S","rich cocoa, mild fruit & nut",3.5
La Rifa,Mexico,Mexico,70,"2- B,S","citrus,prononced orange",3.5
La Rifa,Mexico,Mexico,70,"2- B,S","mild hammy, roasty, sour",3
Laia aka Chat-Noir,France,Vietnam,75,"4- B,S,C,L","creamy, mild honey, floral",3.75
Laia aka Chat-Noir,France,Sao Tome,75,"4- B,S,C,L","rich, roasty, nutty, smoke",3.5
Laia aka Chat-Noir,France,Peru,75,"4- B,S,C,L","sandy, fatty, roasty, fruit",3.25
Laia aka Chat-Noir,France,Brazil,75,"4- B,S,C,L","smokey, rich cocoa, spice",3.25
Laia aka Chat-Noir,France,Cuba,75,"4- B,S,C,L","slight burnt, astringent, fruit",3
Laia aka Chat-Noir,France,Ivory Coast,75,"4- B,S,C,L","roasty, nutty, rich cocoa",3
Laia aka Chat-Noir,France,Madagascar,75,"4- B,S,C,L","roasty, sour, cardboard",2.75
Laia aka Chat-Noir,France,Vietnam,75,"4- B,S,C,L","gritty, roasty, waxy, off",2.75
Laia aka Chat-Noir,France,Cuba,70,"4- B,S,C,L","fatty, roasty, coffee, off note",2.75
Laia aka Chat-Noir,France,Blend,68,"4- B,S,C,L","nutty, woody, leathery",2.75
Lajedo do Ouro,Brazil,Brazil,70, ,"floral, caramel",3.5
Lake Champlain (Callebaut),U.S.A.,Tanzania,75, ,"dry, roasty, toffee",2.5
L'Amourette,U.S.A.,Nicaragua,80,"2- B,S","spicy, grassy, roasty",3.5
L'Amourette,U.S.A.,Venezuela,75,"5- B,S,C,V,L","chalky, fatty, sweet",3
L'Amourette,U.S.A.,Venezuela,75,"5- B,S,C,V,L","chalky, cocoa, tangy",3
L'Amourette,U.S.A.,Blend,72,"5- B,S,C,V,L","fatty, nutty, woody",3
Land,U.K.,Nicaragua,73,"3- B,S,C","complex, dairy, roasty",3.5
Land,U.K.,Honduras,70,"3- B,S,C","sandy, rich cocoa",3.25
Land,U.K.,Nicaragua,71,"3- B,S,C","simple, earthy, cocoa",3
Landmark (Amano),U.S.A.,Bolivia,74,"3- B,S,C","well balanced, melon",3.75
Legast,Belgium,Peru,70,"3- B,S,C","sandy, light color, grape",3.5
Legast,Belgium,Costa Rica,70,"3- B,S,C","base cocoa, mild ham, woody",3.25
Legast,Belgium,Colombia,70,"3- B,S,C","sandy, off, hammy",2.75
Letterpress,U.S.A.,U.S.A.,70,"3- B,S,C",home baked banana nut bread,3.75
Letterpress,U.S.A.,Sao Tome & Principe,70,"3- B,S,C","buttery, sunflower, astringent",3.5
Letterpress,U.S.A.,Jamaica,70,"3- B,S,C","woody, mocha, molasses",3.25
Letterpress,U.S.A.,Bolivia,70,"3- B,S,C","spoiled milk, sweet, molasses",3.25
Letterpress,U.S.A.,Ghana,70,"3- B,S,C",brownie,3.75
Letterpress,U.S.A.,Peru,70,"3- B,S,C","mild, licorice, coffee, cocoa",4
Letterpress,U.S.A.,Honduras,70,"2- B,S","strong raspberry, mocha",3.5
Letterpress,U.S.A.,Belize,70,"2- B,S","smokey, mild berry",3.25
Letterpress,U.S.A.,Liberia,70,"2- B,S","floral, black licorice",3.25
Letterpress,U.S.A.,Trinidad,70,"2- B,S","cocoa, spice, fruit",3.5
Letterpress,U.S.A.,Tanzania,70,"2- B,S","subtle, spicy, banana",3.5
Letterpress,U.S.A.,Bolivia,70,"2- B,S","dried fruit, nutty, mushroom",3.25
Letterpress,U.S.A.,Dominican Republic,70,"2- B,S","red fruit, brownie",3.25
Letterpress,U.S.A.,Costa Rica,70,"2- B,S","roasty, black pepper, woody",3
Letterpress,U.S.A.,Peru,70,"2- B,S","intense, sticky, cocoa",3.5
Levy,Finland,Madagascar,71,"3- B,S,C","sandy, citrus",3.5
Lilla,Finland,Madagascar,70,"2- B,S","sweet edge, bright fruit, off",3
Lillie Belle,U.S.A.,Peru,68,"2- B,S","rich cocoa, spicy edge",3.75
Lillie Belle,U.S.A.,Peru,65,"2- B,S","creamy, strawberry, cocoa",3.5
Lillie Belle,U.S.A.,Bolivia,68,"2- B,S","fatty, nutty, melon like",3.5
Lillie Belle,U.S.A.,Bolivia,68,"2- B,S","fatty, grassy, cocoa",3.5
Lillie Belle,U.S.A.,Dominican Republic,74,"2- B,S","fatty, roasty, cocoa",3
Lillie Belle,U.S.A.,Blend,75,"2- B,S","grits, roasted, nutty",2.75
Lindt & Sprungli,Switzerland,Blend,85,"4- B,S,C,V","harsh burnt, mild cocoa, tang",3
Lirio,U.S.A.,India,72,"2- B,S","basic cocoa, dirty/burnt edge",3
Lirio,U.S.A.,Vietnam,72,"2- B,S","spicy, sweet, cocoa",3
Lirio,U.S.A.,Sierra Leone,72,"2- B,S","grassy, rubbery, chemical",2.5
Loiza,Puerto Rico,Puerto Rico,65,"5- B,S,C,V,L","black pepper, vanilla, harsh",2.5
Lonohana,U.S.A.,U.S.A.,70,"2- B,S","spicy, candied, complex",3.75
Lonohana,U.S.A.,U.S.A.,75,"4- B,S,C,V","dairy, pudding",3.75
Lonohana,U.S.A.,U.S.A.,65,"4- B,S,C,V","sweet, candy-like, nutty",3.25
Lonohana,U.S.A.,U.S.A.,70,"4- B,S,C,V","sandy, floral, vanilla, candy",3.5
Lonohana,U.S.A.,U.S.A.,71,"4- B,S,C,V","aluminum, mild coffee, roasty",3
Lonohana,U.S.A.,U.S.A.,72,"4- B,S,C,V","strong, brandy, smoke",3
Loon,U.S.A.,Belize,75,"3- B,S,C","cherry, fatty, cocoa",3
Loon,U.S.A.,Bolivia,70,"3- B,S,C","sweet, sl. smokiness, fruit",2.75
Love Bar,U.S.A.,Nicaragua,75,"2- B,S","multiple off flavors, metallic",2
Love Brown,Taiwan,Nicaragua,78,"2- B,S",intense mocha flavor,3.5
Love Brown,Taiwan,Nicaragua,80,"2- B,S","nutty, mild dairy",3.25
Love Brown,Taiwan,Sumatra,70,"2- B,S","smokey, earthy, cocoa",3
Love Brown,Taiwan,Nicaragua,75,"2- B,S",potting soil,2.5
Luisa Abram,Brazil,Brazil,70,"3- B,S,C","mild sweet honey, rum, off",3.25
Luisa Abram,Brazil,Brazil,70,"2- B,S","rustic, basic cocoa, earthy",3
Luisa Abram,Brazil,Brazil,81,"2- B,S","oily, burnt, earthy",3.25
Luisa's Vegan,U.K.,Papua New Guinea,72,"3- B,S,C","smoke, fruit, ham, fatty",3.25
Luker,Colombia,Colombia,65,"5- B,S,C,V,L","marshmallow, rich brownie",3.5
Luker,Colombia,Blend,60,"5- B,S,C,V,L","sticky, marshmallow, cocoa",3
Luker,Colombia,Blend,58,"5- B,S,C,V,L","watered down coffee, cocoa",3
Luker,Colombia,Blend,46,"5- B,S,C,V,L","very sweet, caramel, candy",2.75
Lumineux,U.S.A.,Ivory Coast,67,"3- B,S,C","spice, coconut",3.5
Lumineux,U.S.A.,Madagascar,73,"3- B,S,C","roasted pear, cocoa, sour",3.25
Lumineux,U.S.A.,Tanzania,75,"3- B,S,C","fatty, dominant roast, spice",3.25
Lumineux,U.S.A.,Uganda,68,"3- B,S,C","candied, sweet cocoa, roasty",3.25
Lumineux,U.S.A.,India,72,"3- B,S,C","deep cocoa, sl. pungent, sandy",3
Lydgate Farms (Manoa),U.S.A.,U.S.A.,70,"3- B,S,C","distinct, banana, dairy, sl. sweet",3.5
Machu Picchu Trading Co.,Peru,Peru,70, ,"vanilla, strong chemical",1.5
Machu Picchu Trading Co.,Peru,Peru,55, ,"extremely sweet, vanilla",2.25
MaDe Atlantic City Chocolate Bar,U.S.A.,Ghana,75,"3- B,S,C","gritty, cocoa base, ashey",2.75
MaDe Atlantic City Chocolate Bar,U.S.A.,Uganda,75,"3- B,S,C","gritty, roasty, rubbery",2.5
Madecasse (Cinagra),Madagascar,Madagascar,63,"5- B,S,C,V,L","intense, nutty, cocoa",4
Madecasse (Cinagra),Madagascar,Madagascar,70,"5- B,S,C,V,L","sandy, woody, peanut butter",3.75
Madecasse (Cinagra),Madagascar,Madagascar,67,"5- B,S,C,V,L","sandy, red berry, cocoa",3.5
Madecasse (Cinagra),Madagascar,Madagascar,75,"5- B,S,C,V,L","sticky, bitter, nutty",3.5
Madhu,U.S.A.,Colombia,70,"2- B,S","very sticky, nutty, woody",2.5
Madre,U.S.A.,Solomon Islands,73,"2- B,S","mild earthy, mild cocoa, nut",3.5
Madre,U.S.A.,Brazil,70,"4- B,S,C,V","strong vanilla, nut, coffee",3.5
Madre,U.S.A.,Puerto Rico,70,"4- B,S,C,V","intense vanilla, swiss miss",2.75
Madre,U.S.A.,U.S.A.,70,"4- B,S,C,V","fatty, vanilla, candy-like",2.75
Madre,U.S.A.,Mexico,70,"4- B,S,C,V","vanilla, earthy, caramel",2.75
Madre,U.S.A.,U.S.A.,70,"4- B,S,C,V","vanilla, brownie, peanut",3.5
Madre,U.S.A.,U.S.A.,70,"4- B,S,C,V","creamy, vanilla, rich fruit",3.25
Madre,U.S.A.,U.S.A.,70,"4- B,S,C,V","creamy, burnt nuts, woody",3.25
Madre,U.S.A.,Costa Rica,70,"4- B,S,C,V","sticky, strong vanilla, pepper",2.75
Madre,U.S.A.,Dominican Republic,70,"4- B,S,C,V","sandy, sweet, strong vanilla",2.5
Madre,U.S.A.,Mexico,72,"4- B,S,C,V","raisiny, chewy",2.75
Maglio,Italy,Dominican Republic,70,"5- B,S,C,V,L","creamy, hay, nutty",3.75
Maglio,Italy,Cuba,70,"5- B,S,C,V,L","nutty, cooling sensation",3.25
Maglio,Italy,Ecuador,70,"4- B,S,V,L","creamy, nutty, mass market",3
Maglio,Italy,Tanzania,75,"4- B,S,C,V","chalky, astringent, vanilla",2
Majani,Italy,Ecuador,70,"4- B,S,C,L","strong vanilla, some spice",2
Malagasy (Chocolaterie Robert),Madagascar,Madagascar,73,"4- B,S,C,L","creamy, sublte grape notes",3.5
Malagasy (Chocolaterie Robert),Madagascar,Madagascar,75,"4- B,S,C,L","cardboard, tea-like",2.75
Malagos,Philippines,Philippines,65,"5- B,S,C,V,L","sandy, sweet, cocoa",3.5
Malai,Thailand,Thailand,70,"3- B,S*,C","gummy, smokey, hammy",2.75
Malie Kai (Guittard),U.S.A.,U.S.A.,55,"5- B,S,C,V,L","creamy, crunchy, very sweet",3.5
Malie Kai (Guittard),U.S.A.,U.S.A.,55,"5- B,S,C,V,L","sweet, vanilla, easter candy",2.75
Malmo,Sweden,Venezuela,70,"3- B,S,C","hammy, unrecognizable",3
Mana,U.S.A.,Ecuador,74,"2- B,S","soil, wet, off notes",2.5
Mana,U.S.A.,Venezuela,74,"3- B,S,C","nutty, green",2.75
Mana,U.S.A.,Peru,74,"3- B,S,C","rubber, off medicinal",2.5
Mana,U.S.A.,Dominican Republic,74,"3- B,S,C","berry, nutty, sour",3.75
Manifesto Cacao,Colombia,Colombia,70,"4- B,S,C,L","muted, nutty",2.75
Manoa,U.S.A.,U.S.A.,70,"3- B,S,C","banana, nutty, floral",3.75
Manoa,U.S.A.,U.S.A.,70,"3- B,S,C","dried fruit,spicy,sticky,intense",3.5
Manoa,U.S.A.,Peru,70,"3- B,S,C","sweet, fatty, fig",3.25
Manoa,U.S.A.,Costa Rica,72,"3- B,S,C","dried fruit, balanced, cocoa",3.75
Manoa,U.S.A.,Papua New Guinea,72,"3- B,S,C","smoke, fruit",3.5
Manoa,U.S.A.,U.S.A.,72,"3- B,S,C","orange, cocoa",3.75
Manoa,U.S.A.,Liberia,72,"3- B,S,C","molassses, intense, off, herb",3.25
Manoa,U.S.A.,U.S.A.,72,"3- B,S,C","molasses, sweet, cocoa",3.25
Manoa,U.S.A.,Peru,72,"3- B,S,C","banana, menthol, medicinal",3
Manoa,U.S.A.,U.S.A.,72,"3- B,S,C","oily, tangy, fruit, earthy",2.75
Manufaktura Czekolady,Poland,Nicaragua,70,"3- B,S,C","basic, balanced, deep cocoa",3.75
Manufaktura Czekolady,Poland,Peru,70,"3- B,S,C","nutty, roasty, ",3.5
Manufaktura Czekolady,Poland,Venezuela,70,"2- B,S","nutty, intense, roasty",3.75
Manufaktura Czekolady,Poland,Colombia,85,"2- B,S","coarse, intense, nutty",3.5
Manufaktura Czekolady,Poland,Ghana,70,"2- B,S","cocoa, coconut",3.5
Manufaktura Czekolady,Poland,Dominican Republic,70,"2- B,S","chewy, brownie like",3.25
Manufaktura Czekolady,Poland,Ecuador,70,"2- B,S","grits, roaste brownie",3.25
Map Chocolate,U.S.A.,Dominican Republic,72,"3- B,S,C","complex, creamy, cherry",3.5
Map Chocolate,U.S.A.,Mexico,72,"3- B,S,C","sweet, spicy, dirty",3.25
Map Chocolate,U.S.A.,Blend,72,"3- B,S,C","off notes, rubbery, hammy",3
Map Chocolate,U.S.A.,Vietnam,73,"2- B,S","earthy, tobacco, ashey",3
Map Chocolate,U.S.A.,Vietnam,75,"3- B,S,C","intense, sour, tart",3.25
Map Chocolate,U.S.A.,Dominican Republic,70,"3- B,S,C","fruity, tangy, cocoa",3.5
Map Chocolate,U.S.A.,Peru,62,"3- B,S,C","delicate, caramel, peanut",3.5
Map Chocolate,U.S.A.,Ecuador,70,"3- B,S,C","coarse, floral, rum",3.5
Map Chocolate,U.S.A.,Nicaragua,70,"3- B,S,C","rich, bright fruit",3.5
Map Chocolate,U.S.A.,Peru,68,"3- B,S,C","lemon, spicy, cocoa",3.5
Map Chocolate,U.S.A.,Honduras,78,"3- B,S,C","grassy, woody, sweet",3.5
Map Chocolate,U.S.A.,Tanzania,72,"3- B,S,C","sweet, fatty, roasty",3
Map Chocolate,U.S.A.,Trinidad,70,"3- B,S,C","heavy roast, few grits, rich",2.75
Map Chocolate,U.S.A.,Colombia,75,"3- B,S,C","roasty, coffee, rubber",2.75
Marana,Peru,Peru,70,"3- B,S,C","mild orange, herbaceous",3.5
Marana,Peru,Peru,80,"3- B,S,C","smoked nuts, tang",3.25
Marana,Peru,Peru,70,"3- B,S,C","smokey, dirty, sour",2.75
Maribea,U.S.A.,Brazil,72,"3- B,S,C","delicate, nutty, butterscotch",3.25
Maribea,U.S.A.,Mexico,72,"3- B,S,C","earthy, musty, sweet",2.75
Maribea,U.S.A.,Bolivia,72,"3- B,S,C","floral, earthy, acidic, harsh",2.75
Marigold's Finest,Canada,Blend,75,"2- B,S","earthy, coffee, roasty",3.25
Markham & Fitz,U.S.A.,Haiti,65,"3- B,S,C","hammy, sweet, roasty",2.75
Markham & Fitz,U.S.A.,Haiti,75,"2- B,S","dried fruit, woody, dirty",2.75
Marou,Vietnam,Vietnam,75,"3- B,S,C","fatty, roasty, nutty",3.5
Marou,Vietnam,Vietnam,70,"2- B,S",spicy and fragrant,3.75
Marou,Vietnam,Vietnam,68,"2- B,S","roasty, rich, coffee, nut",3.5
Marou,Vietnam,Vietnam,85,"2- B,S","long, mild honey, rich cocoa",3.25
Marou,Vietnam,Vietnam,75,"3- B,S,C","fatty, heavy roast, nutty",3.5
Marou,Vietnam,Vietnam,76,"3- B,S,C",citrus,3.5
Marou,Vietnam,Vietnam,72,"3- B,S,C","roasty, coffee",3.5
Marou,Vietnam,Vietnam,70,"3- B,S,C","cocoa, spice, late sour",3.5
Marou,Vietnam,Vietnam,78,"3- B,S,C","sticky, pepper, cinamon, rich",3.5
Marou,Vietnam,Vietnam,74,"3- B,S,C","melon, roasty",3.5
Marou,Vietnam,Vietnam,80,"3- B,S,C","creamy, fatty, black pepper",3
Mars,U.S.A.,Ghana,65, ,"intense, dark berry, cocoa",3.5
Mars,U.S.A.,Nigeria,65, ,"cocoa, earth, wheat",3.25
Mars,U.S.A.,Costa Rica,65, ,"intense orange, floral ",3
Mars,U.S.A.,Ivory Coast,65, ,"chewy, earthy, spicy",3
Marsatta,U.S.A.,Dominican Republic,89,"4- B,S,C,V","fatty, rubber, medicinal",2.5
Marsatta,U.S.A.,Dominican Republic,74,"4- B,S,C,V","waxy, rubber, medicinal",2.25
